table,col_nm,domain,normal_data,err_data,datatype,rule,total_cnt,err_cnt,err_rt
NPMSOWN.MSAA13,CNF_ST,번호,"['NULL', 'CS02', 'CS04', 'CS01']",[],VARCHAR2(5),형식_영문숫자조합(XX99),"1,205",0,0.0
NPMSOWN.MSAA13,SPL_SEQ,번호,"['S0', 'NULL', 'S1']",[],VARCHAR2(10),형식_영문숫자조합(X9),"1,205",0,0.0
NPMSOWN.MSAA14,MST_NO,번호,"['330109NM10', '3301N10', '330109NS04', '33026042', '11016049']",[],VARCHAR2(10),영문/숫자만 사용,890,0,0.0
NPMSOWN.MSAA14,APR_SEQ,번호,"['S0', 'S1']",[],VARCHAR2(20),형식_영문숫자조합(X9),904,0,0.0
NPMSOWN.MSAA14,CHK_DT,날짜,"['20230717', '20230308', '20230502', '20230530', '20230628']",[],VARCHAR2(8),년월일,888,0,0.0
NPMSOWN.MSAA14,DT_SE_CD,코드,"['A', 'C', 'D', 'E']",[],VARCHAR2(10),공통코드,"1,220",0,0.0
NPMSOWN.MSAA14,OPTCHK_SEQ,수량,"['1', '2']",[],NUMBER,수량(1이상),904,0,0.0
NPMSOWN.MSAA14,APR_STA,번호,"['CS02', 'CS04', 'CS01', 'CS03']",[],VARCHAR2(10),형식_영문숫자조합(XX99),904,0,0.0
NPMSOWN.MSAA14,REQ_USR_ID,번호,"['korbi04', 'korbi09', 'korbi05', 'korbi_1', 'korbi01']",[],VARCHAR2(20),"영문,숫자,특수문자(_-)","1,183",0,0.0
NPMSOWN.MSAA14,REQ_DT,날짜,"['20230724', '20230723', '20221216', '20230405', '20230704']",[],VARCHAR2(8),년월일,888,0,0.0
NPMSOWN.MSAA14,REQ_TM,날짜,"['100510', '103413', '105318', '112411', '113519']",[],VARCHAR2(6),시분초(HH24MISS),891,0,0.0
NPMSOWN.MSAA14,ACK_USR_ID,번호,"['NULL', 'nhd2002', 'korbi06']",[],VARCHAR2(10),영문/숫자만 사용,495,0,0.0
NPMSOWN.MSAA14,ACK_DT,날짜,"['NULL', '20230427', '20230503', '20230508', '20230130']",[],VARCHAR2(8),년월일,495,0,0.0
NPMSOWN.MSAA14,ACK_TM,날짜,"['NULL', '160509', '161602', '161952', '162941']",[],VARCHAR2(6),시분초(HH24MISS),495,0,0.0
NPMSOWN.MSAA15,MST_NO,번호,"['10016063', '10186052', 'all']",[],VARCHAR2(10),영문/숫자만 사용,3,0,0.0
NPMSOWN.MSAA15,CHK_DT,날짜,"['20230314', '20230411', '20230503']",[],VARCHAR2(8),년월일,3,0,0.0
NPMSOWN.MSAA15,DT_SE_CD,코드,"['A', 'D', 'E']",[],VARCHAR2(10),공통코드,3,0,0.0
NPMSOWN.MSAA15,SPL_SEQ,번호,"['S1', 'S0']",[],VARCHAR2(10),형식_영문숫자조합(X9),3,0,0.0
NPMSOWN.MSAA15,ACK_USR_ID,번호,"['korbi_10', 'korbi_7', 'nhd2002']",[],VARCHAR2(10),"영문,숫자,특수문자(_-)",3,0,0.0
NPMSOWN.MSAA15,ACK_DT,날짜,"['20230321', '20230417', '20230508']",[],VARCHAR2(8),년월일,3,0,0.0
NPMSOWN.MSAA15,ACK_TM,날짜,"['093904', '101107', '161912']",[],VARCHAR2(6),시분초(HH24MISS),3,0,0.0
NPMSOWN.MSAA15,OPTCHK_SEQ,수량,['1'],[],NUMBER,수량(1이상),3,0,0.0
NPMSOWN.MSAA21,MST_NO,번호,"['10016039', '10016043', '10116048', '10116054', '10116058']",[],VARCHAR2(10),영문/숫자만 사용,175,0,0.0
NPMSOWN.MSAA21,MSV_DRVT_CD,코드,"['DO', 'EC', 'PH', 'TC', 'TN']",[],VARCHAR2(10),계측값_파생_코드,175,0,0.0
NPMSOWN.MSAA21,LWT_VLU,수량,"['NULL', '0', '.01', '.1', '3']",[],NUMBER,수량(기본),12,0,0.0
NPMSOWN.MSAA21,ULT_VLU,수량,"['NULL', '15', '8', '13', '1000']",[],NUMBER,수량(기본),10,0,0.0
NPMSOWN.MSAA21,INP_USR_ID,번호,"['kimkh19', 'healim5194', 'hladmin', 'MIG201209', 'nonpoint']",[],VARCHAR2(20),영문/숫자만 사용,175,0,0.0
NPMSOWN.MSAA21,INP_DT,날짜,"['20200702', '20200828', '20211025', '20220228', '20201118']",[],VARCHAR2(8),년월일,175,0,0.0
NPMSOWN.MSAA21,INP_TM,날짜,"['000000', '093258', '093543', '094910', '100020']",[],VARCHAR2(6),시분초(HH24MISS),175,0,0.0
NPMSOWN.MSAA21,UPT_USR_ID,번호,"['kimkh19', 'hladmin', 'korbi02', 'nonpoint', 'sga1']",[],VARCHAR2(20),영문/숫자만 사용,175,0,0.0
NPMSOWN.MSAA21,UPT_DT,날짜,"['20210624', '20220228', '20211220', '20200630', '20210707']",[],VARCHAR2(8),년월일,175,0,0.0
NPMSOWN.MSAA21,UPT_TM,날짜,"['090415', '100451', '100804', '100946', '104544']",[],VARCHAR2(6),시분초(HH24MISS),175,0,0.0
NPMSOWN.MSAA22,MST_NO,번호,"['201106NM01', '201106NM02', '201106NM03', '201106NM04', '201106NM05']",[],VARCHAR2(10),형식_영문숫자조합(999999XX99),16,0,0.0
NPMSOWN.MSAA22,STD_DT,날짜,"['20000101', '20150601', '20150628']",[],VARCHAR2(8),년월일,16,0,0.0
NPMSOWN.MSAA22,LWT_FLX,수량,['0'],[],NUMBER,수량(기본),16,0,0.0
NPMSOWN.MSAA22,ULT_FLX,수량,"['999999', '10', '999']",[],NUMBER,수량(기본),16,0,0.0
NPMSOWN.MSAA22,INP_USR_ID,번호,['MIG201912'],[],VARCHAR2(20),영문/숫자만 사용,16,0,0.0
NPMSOWN.MSAA22,INP_DT,날짜,"['20150408', '20150630']",[],VARCHAR2(8),년월일,16,0,0.0
NPMSOWN.MSAA22,INP_TM,날짜,"['000000', '144438', '144715']",[],VARCHAR2(6),시분초(HH24MISS),16,0,0.0
NPMSOWN.MSAA22,UPT_USR_ID,번호,['MIG201912'],[],VARCHAR2(20),영문/숫자만 사용,16,0,0.0
NPMSOWN.MSAA22,UPT_DT,날짜,"['20150408', '20150630']",[],VARCHAR2(8),년월일,16,0,0.0
NPMSOWN.MSAA22,UPT_TM,날짜,"['000000', '144438', '144715']",[],VARCHAR2(6),시분초(HH24MISS),16,0,0.0
NPMSOWN.MSAA23,MST_NO,번호,['330109NS04'],[],VARCHAR2(10),형식_영문숫자조합(999999XX99),6,0,0.0
NPMSOWN.MSAA23,YE,날짜,"['2020', '2021', '2023']",[],VARCHAR2(4),년도,6,0,0.0
NPMSOWN.MSAA23,MT,날짜,"['01', '04', '07', '10']",[],VARCHAR2(2),월(MM),7,0,0.0
NPMSOWN.MSAA23,INP_USR_ID,번호,"['nhd2002', 'kimkh19']",[],VARCHAR2(20),영문/숫자만 사용,6,0,0.0
NPMSOWN.MSAA23,INP_DT,날짜,"['20210714', '20210810', '20230719']",[],VARCHAR2(8),년월일,6,0,0.0
NPMSOWN.MSAA23,INP_TM,날짜,"['093429', '093535', '093657', '093910', '094039']",[],VARCHAR2(6),시분초(HH24MISS),7,0,0.0
NPMSOWN.MSAA23,UPT_USR_ID,번호,"['kimkh19', 'sgaadmin']",[],VARCHAR2(20),영문/숫자만 사용,6,0,0.0
NPMSOWN.MSAA23,UPT_DT,날짜,"['20210714', '20220808', '20230719']",[],VARCHAR2(8),년월일,6,0,0.0
NPMSOWN.MSAA23,UPT_TM,날짜,"['104949', '105021', '105029', '105037', '105043']",[],VARCHAR2(6),시분초(HH24MISS),6,0,0.0
NPMSOWN.MSAA24,MST_NO,번호,"['330109NM10', '330109NS04', '3301N10', '2022N10', '2022N30']",[],VARCHAR2(10),영문/숫자만 사용,"77,157",0,0.0
NPMSOWN.MSAA24,CHK_DT,날짜,"['20191230', '20200129', '20191226', '20191231', '20191129']",[],VARCHAR2(8),년월일,"77,157",0,0.0
NPMSOWN.MSAA24,DT_SE_CD,코드,"['B', 'A', 'D', 'E', 'F']",[],VARCHAR2(10),공통코드,"77,157",0,0.0
NPMSOWN.MSAA24,OPTCHK_SEQ,수량,"['1', '2', '3']",[],NUMBER,수량(1이상),"77,157",0,0.0
NPMSOWN.MSAA24,CHK_IEM_CD,코드,"['B1', 'B2', 'B3', 'B4', 'B23']",[],VARCHAR2(10),점검_품목_코드,"77,157",0,0.0
NPMSOWN.MSAA24,GOD_YN,여부,"['Y', 'N']",[],VARCHAR2(1),여부Y/N,"77,157",0,0.0
NPMSOWN.MSAA24,ANM_YN,여부,"['N', 'Y']",[],VARCHAR2(1),여부Y/N,"77,157",0,0.0
NPMSOWN.MSAA24,ETC_YN,여부,"['N', 'Y']",[],VARCHAR2(1),여부Y/N,"77,157",0,0.0
NPMSOWN.MSAA24,INP_USR_ID,번호,"['MIG201912', 'userId', 'korbi', 'kimkh19', 'korbi05']",[],VARCHAR2(20),영문/숫자만 사용,"77,157",0,0.0
NPMSOWN.MSAA24,INP_DT,날짜,"['20200325', '20160429', '20160423', '20200101', '20200123']",[],VARCHAR2(8),년월일,"77,157",0,0.0
NPMSOWN.MSAA24,INP_TM,날짜,"['133046', '002456', '011146', '011320', '011648']",[],VARCHAR2(6),시분초(HH24MISS),"77,157",0,0.0
NPMSOWN.MSAA24,UPT_USR_ID,번호,"['MIG201912', 'korbi', 'userId', 'korbi03', 'korbi05']",[],VARCHAR2(20),영문/숫자만 사용,"77,157",0,0.0
NPMSOWN.MSAA24,UPT_DT,날짜,"['20200325', '20160429', '20160423', '20200101', '20200123']",[],VARCHAR2(8),년월일,"77,157",0,0.0
NPMSOWN.MSAA24,UPT_TM,날짜,"['133046', '002456', '011146', '011320', '011648']",[],VARCHAR2(6),시분초(HH24MISS),"77,157",0,0.0
NPMSOWN.MSAA25,MST_NO,번호,"['11016049', '10186052', '330109NS04', '330109NM10', '33026042']",[],VARCHAR2(10),영문/숫자만 사용,"103,614",0,0.0
NPMSOWN.MSAA25,CHK_DT,날짜,"['20220429', '20230717', '20220906', '20220502', '20230502']",[],VARCHAR2(8),년월일,"103,524",0,0.0
NPMSOWN.MSAA25,DT_SE_CD,코드,"['A', 'C', 'D', 'E']",[],VARCHAR2(10),공통코드,"117,376",0,0.0
NPMSOWN.MSAA25,OPTCHK_SEQ,수량,"['1', '2', '3']",[],NUMBER,수량(1이상),"104,178",0,0.0
NPMSOWN.MSAA25,CHK_IEM_CD,코드,"['A10', 'A11', 'A12', 'A13', 'A14']",[],VARCHAR2(10),점검_품목_코드,"123,746",0,0.0
NPMSOWN.MSAA25,CNF_YN,여부,"['Y', 'N']",[],VARCHAR2(1),여부Y/N,"103,524",0,0.0
NPMSOWN.MSAA25,INP_USR_ID,번호,"['userId', 'korbi_3', 'nhd2002', 'korbi_7', 'korbi_8']",[],VARCHAR2(20),"영문,숫자,특수문자(_-)","112,704",0,0.0
NPMSOWN.MSAA25,INP_DT,날짜,"['20230724', '20230723', '20221216', '20220904', '20230704']",[],VARCHAR2(8),년월일,"103,524",0,0.0
NPMSOWN.MSAA25,INP_TM,날짜,"['185814', '103413', '110248', '121931', '150837']",[],VARCHAR2(6),시분초(HH24MISS),"103,659",0,0.0
NPMSOWN.MSAA25,UPT_USR_ID,번호,"['userId', 'korbi_7', 'korbi_10', 'korbi09', 'korbi05']",[],VARCHAR2(20),"영문,숫자,특수문자(_-)","115,999",0,0.0
NPMSOWN.MSAA25,UPT_DT,날짜,"['20230724', '20230723', '20221216', '20220904', '20230704']",[],VARCHAR2(8),년월일,"104,178",0,0.0
NPMSOWN.MSAA25,UPT_TM,날짜,"['185814', '000031', '103413', '110248', '121931']",[],VARCHAR2(6),시분초(HH24MISS),"103,659",0,0.0
NPMSOWN.MSAA26,MST_NO,번호,"['10186052', '1101N20', '11016049', '10186057', '33026042']",[],VARCHAR2(10),영문/숫자만 사용,"1,049",0,0.0
NPMSOWN.MSAA26,EVNT_OCUR_BGN_DTM,날짜,"['2022-10-04 09:00', '2022-12-01 09:00', '2022-05-09 12:00', '2022-08-01 09:00', '2022-08-08 09:00']",['20220506 12:00'],VARCHAR2(16),년-월-일 시:분,"1,111",1,0.09
NPMSOWN.MSAA26,EVNT_OCUR_END_DTM,날짜,"['NULL', '2022-05-09 12:00', '2022-05-22 15:00', '2022-05-16 09:00', '2022-08-02 09:00']",[],VARCHAR2(16),년-월-일 시:분,908,0,0.0
NPMSOWN.MSAA26,EVNT_END_YN,여부,"['Y', 'N']",[],VARCHAR2(1),여부Y/N,"1,049",0,0.0
NPMSOWN.MSAA26,INP_USR_ID,번호,"['korbi_11', 'korbi_3', 'korbi_5', 'korbi_1', 'korbi_7']",[],VARCHAR2(20),"영문,숫자,특수문자(_-)","1,062",0,0.0
NPMSOWN.MSAA26,INP_DT,날짜,"['20220627', '20220712', '20220629', '20220707', '20220906']",[],VARCHAR2(8),년월일,"1,049",0,0.0
NPMSOWN.MSAA26,INP_TM,날짜,"['095155', '092933', '091310', '091605', '092226']",[],VARCHAR2(6),시분초(HH24MISS),"1,049",0,0.0
NPMSOWN.MSAA26,UPT_USR_ID,번호,"['korbi_11', 'korbi_3', 'korbi_5', 'korbi_1', 'korbi_7']",[],VARCHAR2(20),"영문,숫자,특수문자(_-)","1,062",0,0.0
NPMSOWN.MSAA26,UPT_DT,날짜,"['20220627', '20220712', '20220629', '20220707', '20220906']",[],VARCHAR2(8),년월일,"1,050",0,0.0
NPMSOWN.MSAA26,UPT_TM,날짜,"['095155', '092933', '091310', '091605', '092226']",[],VARCHAR2(6),시분초(HH24MISS),"1,049",0,0.0
NPMSOWN.MSAA27,MST_NO,번호,"['11016056', '1101N20', '20136051', '22016044', '3009N10']",[],VARCHAR2(10),영문/숫자만 사용,44,0,0.0
NPMSOWN.MSAA27,RIVER_APVL_LOC,,"['경기도 화성시 황계동 193-2번지 외 6필지', '경상북도 고령군 우곡면 도진리 73-2', '대전광역시 서구 둔산동 2238번지 외 1필지', '강원도 양구군 해안면 후리 33-7번지 외 1필지', '강원도 영월군 영월읍 삼옥리 539-1외 1필지']",[],VARCHAR2(100),,,,
NPMSOWN.MSAA27,RIVER_APVL_AREA,금액,"['NULL', '93.75', '38', '40', '56.32']",[],VARCHAR2(10),면적,38,0,0.0
NPMSOWN.MSAA27,RIVER_START_DATE,날짜,"['2019.07.09', '2018.11.14', '2019.12.26', '2020.03.11', '2020.07.29']",[],VARCHAR2(50),년.월.일(YYYY.MM.DD),42,0,0.0
NPMSOWN.MSAA27,RIVER_END_DATE,날짜,"['2999.12.31', '2023.12.31', '2025.12.31', '2024.03.05', '2024.12.31']",[],VARCHAR2(50),년.월.일(YYYY.MM.DD),42,0,0.0
NPMSOWN.MSAA27,RIVER_UPDATE_DATE,날짜,"['NULL', '2023.11.30', '2025.11.30', '2024.02.04', '2024.11.30']",[],VARCHAR2(50),년.월.일(YYYY.MM.DD),33,0,0.0
NPMSOWN.MSAA27,RIVER_APVL_PIC,,"['NULL', '이지연 주무관', '김정목 주무관', '이희정 계장', '최현주 주무관']",[],VARCHAR2(50),,,,
NPMSOWN.MSAA27,RIVER_TEL_NUM,번호,"['NULL', '042-670-3317', '02-2110-6846', '02-2110-6862', '033-460-2095']",[],VARCHAR2(50),전화번호(최종),39,0,0.0
NPMSOWN.MSAA27,RWTR_APVL_USAGE,,"['0.001㎥/일', '0.0036 ㎥/일', '0.002 ㎥/일', 'NULL', '0.002㎥/일']",[],VARCHAR2(50),,,,
NPMSOWN.MSAA27,RWTR_USE_PURPOSE,,"['공업용수', '공업용수(수질측정용)', 'NULL', '기타용수', '-']",[],VARCHAR2(50),,,,
NPMSOWN.MSAA27,ETC_APVL_NM,,"['NULL', '농업기반시설', '공유재산허가', '공공공지 점용허가']",[],VARCHAR2(50),,,,
NPMSOWN.MSAA27,RIVER_PRMSN_DEPT,,"['대전지방국토관리청 하천계획과', '서울지방국토관리청 하천계획과', '정선군청', '도로점용으로 일괄', '부산지방국토관리청 하천공사1과']",[],VARCHAR2(100),,,,
NPMSOWN.MSAA27,ROAD_APVL_AREA,금액,"['NULL', '12.1', '130', '17.1', '18.5']",[],VARCHAR2(10),면적,27,0,0.0
NPMSOWN.MSAA27,ROAD_START_DATE,날짜,"['NULL', '2019.05.29', '2019.07.22', '2019.05.31', '2019.07.04']",[],VARCHAR2(50),년.월.일(YYYY.MM.DD),18,0,0.0
NPMSOWN.MSAA27,ROAD_END_DATE,날짜,"['NULL', '2028.12.31', '2029.12.31', '2022.12.31', '2023.12.31']",[],VARCHAR2(50),년.월.일(YYYY.MM.DD),18,0,0.0
NPMSOWN.MSAA27,ROAD_UPDATE_DATE,날짜,"['NULL', '2028.11.30', '-', '2029.11.30', '2022.11.30']",[],VARCHAR2(50),년.월.일(YYYY.MM.DD),26,0,0.0
NPMSOWN.MSAA27,ROAD_APVL_PIC,,"['NULL', '-', '하창훈 주무관', '강은숙 주무관', '김대영 주무관']",[],VARCHAR2(50),,,,
NPMSOWN.MSAA27,ROAD_TEL_NUM,번호,"['NULL', '042-288-3914', '055-392-2753', '02-2680-2934', '031-8024-4824']",[],VARCHAR2(50),전화번호(최종),24,0,0.0
NPMSOWN.MSAA27,ROAD_APVL_LOC,,"['NULL', '-', '강원도 양구군 해안면 후리 33-7번지 외2필지', '강원도 영월군 삼옥리 539-1외 1필지', '강원도 인제군 서화면 서화리 1691-11외 2필지']",[],VARCHAR2(100),,,,
NPMSOWN.MSAA27,ROAD_PRMSN_DEPT,,"['NULL', '양산시 도로관리과', ' 대전광역시 대덕구 건설과', '강원도도로관리사업소', '광명시 도로과 시설관리팀']",[],VARCHAR2(100),,,,
NPMSOWN.MSAA27,RWTR_APVL_LOC,,"['NULL', '경기도 용인시 기흥구 하갈동 220-15번지 외2필지', '경기도 화성시 황계동 193-2번지 외 6필지', '대전광역시 서구 둔산동 2238번지 외1', '울산광역시 중구 반구동 401-58번지']",[],VARCHAR2(100),,,,
NPMSOWN.MSAA27,RWTR_START_DATE,날짜,"['2020.10.16', '2020.07.31', 'NULL', '2020.07.28', '2021.11.08']",[],VARCHAR2(50),년.월.일(YYYY.MM.DD),37,0,0.0
NPMSOWN.MSAA27,RWTR_END_DATE,날짜,"['2025.10.15', '2023.12.31', 'NULL', '2026.11.07', '2024.06.30']",[],VARCHAR2(50),년.월.일(YYYY.MM.DD),34,0,0.0
NPMSOWN.MSAA27,RWTR_UPDATE_DATE,날짜,"['2025.09.15', '2023.11.30', '2026.10.06', 'NULL', '2024.02.05']",[],VARCHAR2(50),년.월.일(YYYY.MM.DD),38,0,0.0
NPMSOWN.MSAA27,RWTR_APVL_PIC,,"['홍기원 계장', '김극수 연구사', '손정미 계장', 'NULL', '김종원 계장']",[],VARCHAR2(50),,,,
NPMSOWN.MSAA27,RWTR_TEL_NUM,번호,"['02-590-9931', '051-603-3325', '062-600-8321', 'NULL', '041-851-0522']",[],VARCHAR2(50),전화번호(최종),38,0,0.0
NPMSOWN.MSAA27,RWTR_PRMSN_DEPT,,"['한강홍수통제소 예보통제과', '영산강홍수통제소 예보통제과', '낙동강홍수통제소 예보통제과', 'NULL', '금강홍수통제소 예보통제과']",[],VARCHAR2(100),,,,
NPMSOWN.MSAA27,ETC_APVL_LOC,,"['NULL', '경기도 용인시 기흥구 하갈동 220-15', '강원도 정선군 임계면 봉산리 614-3', '경기도 성남시 분당구 구미동 193-3번지', '경기도 평택시 팽성읍 원정리 175-14']",[],VARCHAR2(100),,,,
NPMSOWN.MSAA27,ETC_APVL_AREA,금액,"['NULL', '29.4', '20.6', '24.3', '24.5']",[],VARCHAR2(10),면적,8,0,0.0
NPMSOWN.MSAA27,ETC_START_DATE,날짜,"['NULL', '2021.08.05', '2019.05.10', '2019.07.10', '2019.12.24']",[],VARCHAR2(50),년.월.일(YYYY.MM.DD),7,0,0.0
NPMSOWN.MSAA27,ETC_END_DATE,날짜,"['NULL', '2026.08.04', '2019.12.20', '2023.12.31', '2024.12.21']",[],VARCHAR2(50),년.월.일(YYYY.MM.DD),7,0,0.0
NPMSOWN.MSAA27,ETC_UPDATE_DATE,날짜,"['NULL', '2026.05.03', '-', '2023.11.30', '2024.11.20']",[],VARCHAR2(50),년.월.일(YYYY.MM.DD),7,0,0.0
NPMSOWN.MSAA27,ETC_APVL_PIC,,"['NULL', '김대래 차장', '강승태 주무관', '경세현 주무관', '김효진 주무관']",[],VARCHAR2(50),,,,
NPMSOWN.MSAA27,ETC_TEL_NUM,번호,"['NULL', '031-680-5609', '031-729-7592', '031-8024-4726', '033-560-2374']",[],VARCHAR2(50),전화번호(최종),8,0,0.0
NPMSOWN.MSAA27,ETC_PRMSN_DEPT,,"['NULL', '김해시 건설과', '한국농어촌공사 평택지사 사업운영부', '부안군 건설교통과', '성남시 분당구 녹지공원과']",[],VARCHAR2(100),,,,
NPMSOWN.MSAA27,LICENSE_NO,번호,"['0', '1', '10', '11', '12']",[],VARCHAR2(100),숫자만사용,44,0,0.0
NPMSOWN.MSAA28,MST_NO,번호,"['10016043', '1001N10', '1001N20', '1001N30', '1001N40']",[],VARCHAR2(10),영문/숫자만 사용,36,0,0.0
NPMSOWN.MSAA28,OPENING_CHECK_DATE,날짜,"['2020.03.02', '2020.07.01', '2021.10.05', '2020.03.03', '2020.09.01']",[],VARCHAR2(10),년.월.일(YYYY.MM.DD),36,0,0.0
NPMSOWN.MSAA28,ROUTER_NAME,,"['해당없음', 'CLU-1000KK', 'MXR-40KD', '유선']",[],VARCHAR2(50),,,,
NPMSOWN.MSAA28,OPENING_TEL_NUM,번호,"['(유)033-024-8299', '(유)054-054-5632', '010-2836-4487', '010-2837-4487', '012-2159-0153']",[],VARCHAR2(20),전화번호(최종),36,0,0.0
NPMSOWN.MSAA28,USIM_SN,,"['1120-0003-8137-9', '1120-0003-8138-7', '8932-3011-2000-0380-520', '8982-3001-1900-0932-174', '8982-3001-1900-0932-182']",[],VARCHAR2(50),,,,
NPMSOWN.MSAA28,VPN_MODULE_SN,번호,"['확인불가(라우터 측 이력 누락)', '0004928', '0004930', '0004932', '0005161']",[],VARCHAR2(50),VPN_MODULE_SN,36,0,0.0
NPMSOWN.MSAA28,VPN_MODEL_NAME,,"['AXGATE 40D', 'AXGATE 40', 'AXGATE 50']",[],VARCHAR2(50),,,,
NPMSOWN.MSAA28,VPN_IP,번호,"['44.6.114.1', '44.6.101.1', '44.6.102.1', '44.6.103.1', '44.6.104.1']",[],VARCHAR2(20),IPv4 정규식(오라클),36,0,0.0
NPMSOWN.MSAA28,VPN_SN,번호,"['AK6D000501460084', 'AZ3N000401410077', 'AZ3N0004016C1003', 'AZ3N0040D1970260', 'AZ3N0040D1970666']",[],VARCHAR2(50),영문/숫자만 사용,36,0,0.0
NPMSOWN.MSAA28,IMEI,번호,"['미확인', '358122088746953', '358122088746961', '358122088746979', '358122088746987']",[],VARCHAR2(20),한글/숫자만 사용,36,0,0.0
NPMSOWN.MSAA28,SUBNET_IP,번호,['255.255.255.0'],[],VARCHAR2(20),IPv4 정규식(오라클),36,0,0.0
NPMSOWN.MSAA28,OPENING_CRP,,"['넷케이티아이', '액티브정보통신', 'kt_정선이', '미확인']",[],VARCHAR2(50),,,,
NPMSOWN.MSAA28,RM,,"['NULL', '가산측정소 VPN 장비 사용', '만경측정소 유심장비 개통', '반월측정소 개통 번호 계승']",[],VARCHAR2(100),,,,
NPMSOWN.MSAA28,SIGNAL_SEQ,수량,"['33', '67', '68', '69', '70']",[],NUMBER,수량(기본),36,0,0.0
NPMSOWN.MSAA29,MST_NO,번호,"['1001N30', '2022N30', '330109NM10', '10016043', '1001N10']",[],VARCHAR2(10),영문/숫자만 사용,39,0,0.0
NPMSOWN.MSAA29,ELT_SEQ,번호,"['78', '79', '80', '81', '82']",[],NUMBER,숫자만사용,39,0,0.0
NPMSOWN.MSAA29,ELT_SE,번호,"['측정소', '수위계제어반']",[],VARCHAR2(50),한글/숫자만 사용,39,0,0.0
NPMSOWN.MSAA29,ELT_ADDR,,"['강원도 양구군 해안면 후리 33-7', '강원도 영월군 영월읍 삼옥리 539-1', '강원도 인제군 인제읍 가아리 6-5', '강원도 정선군 성재길 39 (임계면 봉산리234-8)', '강원도 정선군 임계면 낙천리 328-7']",[],VARCHAR2(100),,,,
NPMSOWN.MSAA29,TELPOLE_NUM,,"['NULL', '강변 #277', '내면간 368L9', '동서간 52', '삼도간 135L1']",[],VARCHAR2(50),,,,
NPMSOWN.MSAA29,ELT_CPC,번호,"['10kW', '4kW', '5kW', '3kW']",[],VARCHAR2(10),영문/숫자만 사용,39,0,0.0
NPMSOWN.MSAA29,METER_NUM,번호,"['481-9023-0141', '021-5004-3554', '021-9054-7958', '022-5001-7223', '051-9005-9357']",[],VARCHAR2(20),전화번호 조합,39,0,0.0
NPMSOWN.MSAA29,CUSTOMER_NUM,번호,"['02-4684-2467', '02-4684-3607', '02-4811-5347', '02-4885-1023', '02-4885-1648']",[],VARCHAR2(20),전화번호 조합,39,0,0.0
NPMSOWN.MSAA29,CHG_NOTE,,"['NULL', '계약전력 변경']",[],VARCHAR2(100),,,,
NPMSOWN.MSAA29,CHG_CHK_DATE,날짜,"['NULL', '2020-09-25']",[],VARCHAR2(10),년-월-일,1,0,0.0
NPMSOWN.MSAA30,MST_NO,번호,"['1001N10', '1101N10', '10016043', '10116048', '10116054']",[],VARCHAR2(10),영문/숫자만 사용,130,0,0.0
NPMSOWN.MSAA30,EQUIPMENT,,"['DO', 'pH', 'TOC', 'T-N', 'T-P']",[],VARCHAR2(10),,,,
NPMSOWN.MSAA30,MNF_CPY,,"['(주)기술과환경', '㈜코비', '㈜에이치코비', '한국바이오시스템(주)', 'SHIMADZU']",[],VARCHAR2(50),,,,
NPMSOWN.MSAA30,EQP_NO,,"['140120', '140125', '140201', '140202', '140203']",[],VARCHAR2(20),,,,
NPMSOWN.MSAA30,YEAR_2015,날짜,"['-', 'NULL', '2015.02.11', '2015.02.26', '2015.03.04']",[],VARCHAR2(20),년.월.일(YYYY.MM.DD),116,0,0.0
NPMSOWN.MSAA30,YE_2017,날짜,"['-', '2017.02.17', 'NULL', '2017.02.21', '2017.03.23']",[],VARCHAR2(20),년.월.일(YYYY.MM.DD),116,0,0.0
NPMSOWN.MSAA30,YE_2019,날짜,"['-', 'NULL', '2020.01.08', '2019.06.11', '2019.11.11']",[],VARCHAR2(20),년.월.일(YYYY.MM.DD),116,0,0.0
NPMSOWN.MSAA30,YE_2020,날짜,"['-', 'NULL', '2020.08.05', '2020.12.03', '2020.09.23']",[],VARCHAR2(20),년.월.일(YYYY.MM.DD),116,0,0.0
NPMSOWN.MSAA30,YE_2021,날짜,"['-', '2021.08.13', '2021.04.13', '2021.03.30', '2021.04.20.']","['2021.04.20.', '2021-11-11']",VARCHAR2(20),년.월.일(YYYY.MM.DD),128,6,4.69
NPMSOWN.MSAA30,YE_2022,날짜,"['-', 'NULL', '2022.01.26', '2022.03.08', '2022.03.22']",[],VARCHAR2(10),년.월.일(YYYY.MM.DD),85,0,0.0
NPMSOWN.MSAA30,EXPIRATION_PRO,날짜,"['2023.08.13', '2022.08.05', '2022.12.03', '2022.09.23', '2023.02.26']",[],VARCHAR2(10),년.월.일(YYYY.MM.DD),130,0,0.0
NPMSOWN.MSAA30,RM,,"['최초 정도검사', 'NULL', '유효기간 일정 확인 필요', '-', '재검 후 적합']",[],VARCHAR2(100),,,,
NPMSOWN.MSAA30,QAL_SEQ,수량,"['75', '76', '77', '78', '79']",[],NUMBER,수량(1이상),130,0,0.0
NPMSOWN.MSAA31,PRST_NO,수량,"['101', '104', '105', '108', '109']",[],VARCHAR2(12),0이상,205,0,0.0
NPMSOWN.MSAA31,NM,,"['test', 'test2222', 'test32', '가련 2301', '가련 2302']",[],VARCHAR2(20),,,,
