domain,col_nm,values
번호,OBJ_NO,"['NULL', 'D6006', 'D1071', 'NULL', 'K1002', 'D1061', 'S1006', 'D0005', 'W1001', 'A1005', 'D5001', 'D1007', 'D7005', 'D8006', 'D1005', 'D1002', 'NULL', 'D1000', 'NULL', 'D1705', 'D1201', 'NULL', 'D1004', 'NULL', 'D1082', 'D1001', 'D1036', 'D1002', 'D1005', 'D1002', 'G1002', 'D1001', 'NULL', 'D1206', 'D1066', 'D1062', 'U1002', 'X1005', 'D1006', 'D9006', 'U1005', 'D2001', 'D1605', 'J1002', 'U1006', 'D1201', 'NULL', 'D1008', 'D1405', 'S1002', 'D1202', 'D2001', 'D1008', 'NULL', 'R1001', 'NULL', 'D1007', 'I1005', 'D1006', 'D1005', 'D3002', 'D1007', 'D3006', 'D8006', 'D1002', 'D1008', 'D5006', 'D1106', 'D1401', 'D1055', 'NULL', 'B1002', 'D1305', 'D1605', 'D1506', 'D1806', 'K1001', 'NULL', 'NULL', 'NULL', 'D1002', 'NULL', 'D6001', 'H1006', 'D1901', 'NULL', 'NULL', 'D1041', 'D1076', 'X1006', 'D1036', 'D1051', 'D1002', 'D1003', 'D1102', 'D1001', 'NULL', 'D1506', 'D1007', 'NULL']"
번호,SYS_NO,"['S09', 'S46', 'E05', 'S05', 'Q06', 'S02', 'S42', 'S04', 'S01', 'S38', 'S01', 'N05', 'S61', 'S42', 'S07', 'Q08', 'S31', 'S06', 'S09', 'S28', 'H02', 'S01', 'S52', 'U05', 'C01', 'H01', 'Z01', 'S86', 'K02', 'S91', 'S05', 'S85', 'I08', 'S01', 'L05', 'S02', 'Q05', 'S82', 'S08', 'S01', 'S03', 'S12', 'S95', 'S98', 'S03', 'G08', 'S58', 'S45', 'S06', 'Z01', 'S22', 'Z06', 'M08', 'S28', 'S81', 'S09', 'S09', 'V06', 'S04', 'S01', 'Z01', 'H05', 'S01', 'U02', 'S00', 'S05', 'S38', 'S72', 'S06', 'S15', 'C06', 'Q08', 'S62', 'V01', 'S01', 'S76', 'S04', 'S07', 'S42', 'S38', 'S02', 'W05', 'S02', 'R05', 'S02', 'S01', 'W08', 'S38', 'T05', 'S08', 'S91', 'W06', 'S51', 'S06', 'P02', 'S04', 'S45', 'S45', 'S04', 'S42']"
번호,INP_USR_ID,"['vdmin', 'admin', 'ADMYN', 'AVMIN', 'ADIIN', 'ACMIN', 'NULL', 'NULL', 'admwn', 'akmin', 'idmin', 'AVMIN', 'adpin', 'admim', 'admnn', 'ADMIR', 'NULL', 'YDMIN', 'armin', 'NULL', 'ABMIN', 'NULL', 'apmin', 'AUMIN', 'NULL', 'NULL', 'NULL', 'NULL', 'AQMIN', 'ddmin', 'NULL', 'ADMCN', 'ADMIN', 'asmin', 'NULL', 'AEMIN', 'admih', 'NULL', 'advin', 'NULL', 'admio', 'NULL', 'AFMIN', 'ADRIN', 'ADMLN', 'ADYIN', 'NULL', 'admfn', 'ADMIH', 'adiin', 'ADMIY', 'NULL', 'abmin', 'adlin', 'NULL', 'NULL', 'NULL', 'ADMLN', 'qdmin', 'rdmin', 'NULL', 'aimin', 'admit', 'NULL', 'NULL', 'adoin', 'apmin', 'adyin', 'admin', 'almin', 'ADMIY', 'ADMIN', 'ADBIN', 'addin', 'NULL', 'NULL', 'AMMIN', 'cdmin', 'adbin', 'ADMID', 'NULL', 'NULL', 'NULL', 'ADDIN', 'NULL', 'NULL', 'ADMPN', 'ADGIN', 'NULL', 'NULL', 'kdmin', 'NULL', 'UDMIN', 'aemin', 'NULL', 'ADOIN', 'ASMIN', 'NULL', 'adhin', 'NULL']"
날짜,INP_DT,"['20229110', '20221122', '20221510', '21221129', '26221130', '30221111', '25221122', '20221130', '20221192', '20221136', '20221133', '20221111', '20221029', '20220111', '20221222', '20229111', '20921122', '10221110', '20221160', '20021110', '20221120', '20921130', '20221130', '10221111', '20221120', '40221130', '20221120', '20221130', '90221110', '20221429', '20221111', '20221111', '20221127', '20221129', '20221110', '20228129', '20421111', '60221130', '20221122', '20201111', '20227110', '20221130', '20221119', '20021111', '20227111', '20226111', '20221160', '70221110', '20221109', '20221422', '90221130', '24221111', '20521129', '20221829', '20221410', '20229129', '20221511', '20221122', '20201110', '20281111', '20221116', '28221130', '20221181', '20121129', '20021111', '20221129', '20221131', '20222129', '20421110', '20201110', '20021130', '20228110', '20226110', '20221110', '20221711', '20221129', '20221126', '40221129', '20221511', '20221210', '20281110', '20221130', '20221123', '20229129', '20226122', '20241130', '70221110', '20227130', '20221111', '20221180', '20921129', '90221122', '30221111', '20211122', '20221117', '20521111', '20241130', '20621129', '20221101', '20228111']"
날짜,INP_TM,"['053744', '154592', '093429', '154012', '131244', '093529', '112899', '154572', '612849', '142849', '132242', '131240', '097744', '114512', '154518', '093794', '131272', '112149', '113849', '130242', '093425', '093844', '112049', '093747', '154812', '093429', '093044', '094429', '154512', '063744', '654512', '161242', '154312', '754512', '093425', '154512', '152849', '092744', '793744', '110849', '131212', '093229', '131942', '693744', '131842', '093449', '156512', '112809', '893429', '090744', '112549', '154510', '093429', '793429', '093444', '793429', '893744', '093784', '093329', '793429', '158512', '131246', '132849', '131242', '131244', '712849', '150512', '043429', '631242', '112049', '912849', '112843', '043744', '093469', '193744', '112859', '112249', '112889', '150512', '110849', '043429', '152849', '114512', '893429', '893744', '095744', '093929', '793429', '154562', '131142', '093744', '112844', '331242', '093422', '131243', '033429', '112841', '693429', '793744', '093754']"
번호,UPT_USR_ID,"['NULL', 'NULL', 'NULL', 'UDMIN', 'NULL', 'ADMIH', 'ADMII', 'admir', 'NULL', 'ADMIG', 'acmin', 'ARMIN', 'NULL', 'NULL', 'admbn', 'NULL', 'NULL', 'NULL', 'NULL', 'ADMNN', 'ADMVN', 'ADMNN', 'admjn', 'NULL', 'AFMIN', 'admiz', 'admit', 'adpin', 'ADMFN', 'JDMIN', 'ADMID', 'ADNIN', 'NULL', 'ADIIN', 'NULL', 'NULL', 'ammin', 'admin', 'ADMIE', 'ANMIN', 'admil', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'admim', 'ADWIN', 'admwn', 'NULL', 'ZDMIN', 'NULL', 'admit', 'admxn', 'admbn', 'NULL', 'NULL', 'ADMNN', 'admin', 'CDMIN', 'NULL', 'FDMIN', 'NULL', 'NULL', 'ADMCN', 'NULL', 'NULL', 'adbin', 'admcn', 'NDMIN', 'admhn', 'NULL', 'NULL', 'ADLIN', 'AOMIN', 'GDMIN', 'ADSIN', 'ARMIN', 'jdmin', 'AIMIN', 'NULL', 'ADVIN', 'ADXIN', 'NULL', 'ADMIZ', 'ADMIG', 'NULL', 'AXMIN', 'ADMFN', 'AGMIN', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'ADMIK', 'armin']"
날짜,UPT_DT,"['20221180', '20921130', '20221130', '20221169', '20521130', '20224129', '50221122', '20223122', '25221111', '20821110', '20251122', '20221111', '20221126', '20821129', '20221112', '20221130', '20221011', '60221129', '20221110', '20221159', '25221111', '20221160', '20251110', '20221111', '20221190', '21221110', '20261110', '20222129', '20221124', '26221122', '20221190', '20221910', '20221141', '20223129', '26221110', '20221110', '20221110', '20251122', '25221130', '20221722', '60221122', '70221130', '20221429', '20221710', '20221129', '20221522', '20231122', '20228111', '20221729', '20281110', '20521122', '20821122', '20201111', '20225110', '80221122', '20221030', '20291111', '22221130', '70221130', '20221181', '27221110', '50221122', '20221329', '22221110', '20261130', '90221129', '20223130', '20227110', '20221822', '20221121', '60221110', '20223129', '30221111', '20721122', '20271111', '20227111', '20201122', '20221129', '20231111', '26221130', '20021122', '20021130', '29221129', '20621110', '20221122', '20291122', '60221129', '20221171', '20521110', '70221110', '20221230', '60221130', '20221729', '20220130', '26221110', '20321129', '29221130', '20221134', '20221110', '20231130']"
날짜,UPT_TM,"['112845', '093469', '131245', '063744', '112849', '154511', '131249', '093429', '931242', '094744', '023744', '093544', '137242', '131241', '093029', '793429', '153513', '431242', '157513', '112249', '112849', '093229', '093429', '193744', '093544', '093429', '093344', '593744', '793429', '093747', '135242', '093748', '093774', '131842', '112847', '131242', '131342', '831242', '093329', '093794', '554513', '154519', '893429', '132242', '136242', '093744', '156513', '193744', '154553', '093421', '093743', '112849', '793744', '131246', '131232', '131242', '131222', '093742', '093629', '931242', '093479', '093421', '043429', '134242', '093444', '003744', '093459', '131292', '131202', '093754', '093144', '171242', '132849', '131240', '093449', '154543', '093409', '131242', '112841', '293744', '131842', '093429', '093029', '093748', '112869', '152513', '135242', '181242', '063744', '254513', '093429', '093749', '093944', '155513', '094744', '154563', '132849', '154513', '131252', '131842']"
,IMG_URL1,"['NULL', '/images/mppage/icon/left-icon1.png', 'NULL', '/images/mypage/icon/left-icon3.png', 'NULL', '/images/mypage/icon/left-ycon2.png', '/images/mypage/icon/left-icoi4.png', '/imoges/mypage/icon/left-icon4.png', '/images/mypage/icon/lefl-icon1.png', '/images/mypage/icon/left-icoe2.png', '/images/mypage/icun/left-icon2.png', '/images/mypage/ieon/left-icon1.png', 'NULL', '/imagem/mypage/icon/left-icon4.png', 'NULL', '/images/mypige/icon/left-icon4.png', 'NULL', '/images/mypage/icon/left-icon4.pnu', '/images/mypage/icon/left-icon3.png', '/images/myfage/icon/left-icon1.png', 'NULL', '/images/myppge/icon/left-icon1.png', '/images/mypage/icon/left-icon1.pjg', '/images/mypage/icon/left-icon3.ppg', '/images/mypage/icoz/left-icon3.png', '/images/mypage/icon/left-ccon1.png', '/images/mypage/fcon/left-icon2.png', '/images/mypxge/icon/left-icon2.png', '/imzges/mypage/icon/left-icon3.png', 'NULL', '/images/mjpage/icon/left-icon1.png', '/pmages/mypage/icon/left-icon4.png', 'NULL', '/images/mypage/icon/left-ilon2.png', '/images/mypage/icon/left-icon3.pnb', '/imafes/mypage/icon/left-icon3.png', 'NULL', '/images/mypage/ican/left-icon1.png', '/imanes/mypage/icon/left-icon2.png', '/imapes/mypage/icon/left-icon3.png', '/images/myvage/icon/left-icon2.png', '/imagef/mypage/icon/left-icon3.png', 'NULL', '/images/mypsge/icon/left-icon3.png', '/images/myqage/icon/left-icon3.png', '/images/mypage/icon/left-icon3.png', '/images/mypage/icon/left-idon4.png', '/images/mypage/icon/left-ison2.png', 'NULL', 'NULL', '/mmages/mypage/icon/left-icon1.png', 'NULL', '/images/mypage/icon/left-icin4.png', '/images/myphge/icon/left-icon3.png', 'NULL', '/images/mypage/icon/lezt-icon4.png', 'NULL', '/images/mypage/icon/left-ipon1.png', 'NULL', '/images/mypage/icon/left-bcon4.png', '/images/mypawe/icon/left-icon1.png', '/images/mypsge/icon/left-icon3.png', 'NULL', '/fmages/mypage/icon/left-icon2.png', '/imnges/mypage/icon/left-icon4.png', '/images/hypage/icon/left-icon4.png', '/images/mytage/icon/left-icon3.png', '/images/mypage/acon/left-icon4.png', '/images/mypage/ucon/left-icon3.png', '/images/mypage/icon/lfft-icon1.png', '/imagcs/mypage/icon/left-icon1.png', '/ioages/mypage/icon/left-icon3.png', '/images/mytage/icon/left-icon2.png', '/images/mypage/icon/left-icon2.png', '/images/mypage/icon/heft-icon3.png', '/images/mypage/icon/left-tcon1.png', '/images/mypagw/icon/left-icon3.png', '/images/mypage/icon/left-icod2.png', '/imajes/mypage/icon/left-icon3.png', 'NULL', 'NULL', '/images/myprge/icon/left-icon2.png', '/images/mypage/icon/left-izon4.png', '/images/mypage/icon/lest-icon2.png', 'NULL', '/images/typage/icon/left-icon2.png', '/images/mypage/icon/left-icon3.pkg', 'NULL', '/images/mjpage/icon/left-icon2.png', '/images/oypage/icon/left-icon3.png', '/amages/mypage/icon/left-icon4.png', 'NULL', '/images/mypage/icon/left-icon1.png', 'NULL', '/images/mypage/icon/left-icon1.pdg', '/images/mypage/icon/left-icon3.png', '/images/mypage/icon/left-icon1.pyg', '/images/mypage/icon/left-ycon1.png', '/images/mypage/icon/left-iqon4.png', 'NULL']"
,IMG_URL2,"['/images/mypage/icpn/left-icon3c.png', '/images/mypage/icon/lgft-icon3c.png', '/images/mypage/icon/left-icon9c.png', '/images/mypage/icon/left-izon2c.png', '/images/mypage/icon/lvft-icon3c.png', '/images/fypage/icon/left-icon3c.png', 'NULL', '/imqges/mypage/icon/left-icon4c.png', '/images/mypage/icon/left-icon1c.hng', 'NULL', 'NULL', '/imxges/mypage/icon/left-icon4c.png', 'NULL', '/images/mypage/ccon/left-icon3c.png', '/images/mypage/icon/lift-icon3c.png', '/images/mypage/icon/lefp-icon4c.png', '/images/mypage/icin/left-icon2c.png', '/images/mypzge/icon/left-icon3c.png', '/images/mypage/icon/left-icon3c.pnw', '/images/mypagy/icon/left-icon2c.png', '/images/mypage/icon/yeft-icon1c.png', '/images/mypdge/icon/left-icon2c.png', 'NULL', 'NULL', 'NULL', '/images/mypage/icnn/left-icon4c.png', '/imagws/mypage/icon/left-icon4c.png', '/images/mypage/icvn/left-icon3c.png', '/images/mypage/icon/left-icon2c.png', '/imagee/mypage/icon/left-icon4c.png', 'NULL', 'NULL', '/images/myeage/icon/left-icon4c.png', '/images/mypage/icon/left-icon3c.pzg', '/images/mypage/icon/lefs-icon4c.png', '/imfges/mypage/icon/left-icon4c.png', '/images/mypagg/icon/left-icon2c.png', '/images/yypage/icon/left-icon2c.png', '/images/mypage/icon/llft-icon3c.png', '/images/mypawe/icon/left-icon2c.png', 'NULL', '/images/mypage/icon/left-icon6c.png', '/images/mzpage/icon/left-icon2c.png', '/images/mypage/icon/left-icon9c.png', '/images/mypage/icon/seft-icon2c.png', '/images/mypage/icon/left-icon1c.zng', 'NULL', '/images/mypage/iton/left-icon3c.png', '/ipages/mypage/icon/left-icon4c.png', '/images/myptge/icon/left-icon4c.png', '/imafes/mypage/icon/left-icon3c.png', '/images/mypage/icon/left-icon2c.pne', '/images/mypage/icon/left-ycon2c.png', '/images/mypage/icon/left-icoz1c.png', '/iwages/mypage/icon/left-icon2c.png', '/images/mypage/icon/deft-icon4c.png', '/imaies/mypage/icon/left-icon1c.png', '/images/mypage/icon/left-icon4c.pnm', '/images/mypage/icon/eeft-icon2c.png', '/images/mypage/icon/left-icon2d.png', '/images/mypage/icon/left-icon1c.rng', '/images/mypage/icon/left-ivon4c.png', '/imaaes/mypage/icon/left-icon3c.png', '/images/mypage/icon/left-ccon4c.png', '/images/mypage/icon/left-icon5c.png', 'NULL', '/images/mypage/icon/left-ison3c.png', '/images/mypage/ican/left-icon1c.png', 'NULL', 'NULL', '/images/myhage/icon/left-icon4c.png', '/images/mypage/icon/left-icon1c.pmg', '/images/mypage/icon/left-icof2c.png', '/images/mypage/icon/left-qcon3c.png', '/imoges/mypage/icon/left-icon4c.png', '/images/mypage/inon/left-icon4c.png', '/images/mypage/icon/lefo-icon2c.png', '/images/mypage/icon/left-iccn3c.png', '/images/mypage/icon/left-icon2c.ung', '/images/mypage/xcon/left-icon4c.png', '/images/mypagf/icon/left-icon2c.png', 'NULL', '/images/mypage/icon/leot-icon2c.png', 'NULL', '/images/mypage/iczn/left-icon1c.png', '/immges/mypage/icon/left-icon4c.png', 'NULL', 'NULL', '/images/mypage/icon/left-iyon2c.png', '/images/mypagy/icon/left-icon3c.png', '/images/mypage/icon/lyft-icon2c.png', '/images/mhpage/icon/left-icon2c.png', '/images/mypage/icon/lefi-icon2c.png', 'NULL', 'NULL', '/images/mypage/icon/eeft-icon2c.png', '/images/mypage/icon/left-icon3c.pnh', '/images/myeage/icon/left-icon3c.png', '/images/myfage/icon/left-icon2c.png', '/images/mypagl/icon/left-icon1c.png']"
번호,GRP_ID,"['G3289', 'G1000', 'G2296', 'G2283', 'M2289', 'V2288', 'G2289', 'G2271', 'G2283', 'G0060', 'G0020', 'G7286', 'G0020', 'G6288', 'G6289', 'G2283', 'I0000', 'G2789', 'U2289', 'G2238', 'G0000', 'G0289', 'G0090', 'G2289', 'G3288', 'V2289', 'B2291', 'G2280', 'P2288', 'G0000', 'G0900', 'G5286', 'F0000', 'P0000', 'G2291', 'G2286', 'S2289', 'G2228', 'G3000', 'G0080', 'G7289', 'G4289', 'J0000', 'G0000', 'G2289', 'G2293', 'G2486', 'G2589', 'G2786', 'G5286', 'G2299', 'G0286', 'G2209', 'G2386', 'G2206', 'G2281', 'G2288', 'B2286', 'G3286', 'G2298', 'X2286', 'G2261', 'G5000', 'G0030', 'G2239', 'G2288', 'G0060', 'G8286', 'G2241', 'G9000', 'G2291', 'G2280', 'G0001', 'I2288', 'G2589', 'G2989', 'G2259', 'G2088', 'G2691', 'G2686', 'G2268', 'R0000', 'G0400', 'G2391', 'G2238', 'I2291', 'G0020', 'G0060', 'L2288', 'G0006', 'G7288', 'G2086', 'G7000', 'R2291', 'G2219', 'G2228', 'G2088', 'G5288', 'D2291', 'G2286']"
,GRP_NM,"['(시스템1) 비점오염싰감시설-담당자', '(시스택1', '(시스템2) 비쭘오염물질측정망-한국환경공단-담당자', '2) 저감시윲', '(시젊템0) 관리자', '(시스템2) 관리자', '(시스템0) 생태하천복원사업-관쩟자', '(시스템2) 비점오염물질측정망-한국환경공단-륳당자', '(시스템2) 비점오염물질측푛망-한국환경공단-담당자', '(시스템1) 놝점오염저감시설-담당자', '측넦망-사용자', '(시스템1) 비점오염저감시설-뎭당자', '7) 저감시설', '(시스템1) 비점오붜저감시설-담당자', '(시스템3) 관리자', '(시회템0) 생태하천복원사업-관리자', '(시스홅1', '(시스템1', '(시늄템1', '(시스템0) 생태하천복원사업-관리윒', '(시스템2) 비점오염물질측정망-한국환경궬단-담당자', '(시스템3', '(시스템0) 관팖자', '측정망-사홸자', '(퉏스템0) 생태하천복원사업-관리자', '(시스템0) 생태뱬천복원사업-관리자', '2) 저감시륢', '(시스템2) 비점오염물질측정망-한녊환경공단-담당자', '측정망-랠용자', '(시스템2) 비점오염물질측정망-한국풀경공단-담당자', '(시스템1) 비점오염저감시설-담뱜자', '(땞스템1', '측첼망-사용자', '(시스댑0) 생태하천복원사업-관리자', '측정쵓-사용자', '2) 저걞시설', '9) 저감시설', '2) 저감쓄설', '(시스템0) 밈태하천복원사업-관리자', '측정망-넨용자', '(시스템1) 비점오염저감시설-뻖당자', '(시스템2) 비점오염괞질측정망-한국환경공단-담당자', '측정망-긒용자', '측정탎-사용자', '(시뽳템1) 비점오염저감시설-담당자', '(즾스템0) 관리자', '(시스맾1', '(시스깍1', '(붡스템1', '2) 저감시좼', '(시스템0) 생태하천복원쎹업-관리자', '(시스템2) 비점오염물질톑정망-한국환경공단-담당자', '(시스템2) 비점오염물붼측정망-한국환경공단-담당자', '(시스템2) 비점오염물질측정망-한국뢏경공단-담당자', '측정망-사혏자', '(퀜스템0) 관리자', '(찻스템0) 관리자', '2) 꺏감시설', '(시스템0) 생태하천복원휗업-관리자', '(시스템0) 턀태하천복원사업-관리자', '측정망-게용자', '(시땔템0) 관리자', '(시스템0) 생태하쎠복원사업-관리자', '(시스템0) 생태하천쏑원사업-관리자', '(시스템1) 비점오염저감툪설-담당자', '(시스템2) 비점오염물질측정망-한텓환경공단-담당자', '(시뫆템1', '(시스템1) 비닣오염저감시설-담당자', '(시스템0) 생태촁천복원사업-관리자', '(시삷템0) 생태하천복원사업-관리자', '쬥정망-사용자', '(시스템0) 흔태하천복원사업-관리자', '쫭정망-사용자', '(시스템0) 생태하천복원사업-관리몖', '(시스템2) 비점오염물질측정망-한국환경퍣단-담당자', '측정쀆-사용자', '(시스교1) 비점오염저감시설-담당자', '(시좦템1', '(츠스템1', '(툘스템2) 비점오염물질측정망-한국환경공단-담당자', '(시스군1', '(시스템9) 관리자', '2) 뻎감시설', '(시스렢0) 관리자', '(시스템2) 비점츁염물질측정망-한국환경공단-담당자', '(시먵템1) 비점오염저감시설-담당자', '측정망-사즌자', '(쒡스템0) 생태하천복원사업-관리자', '(시스템2) 관리자', '측텙망-사용자', '(시스템6) 관리자', '(시스템1) 비점콎염저감시설-담당자', '(시스템2) 비점오염물질측정망-한국환경공단-엚당자', '(시쏰템1', '(시스템6', '(시스죖0) 관리자', '측정망-사용귗', '(시스템2) 셳점오염물질측정망-한국환경공단-담당자', '(시스템0) 붣리자', '측정망-사용뺴']"
번호,GRP_SEQ,"['NULL', 'NULL', '0', '52', '30', '10', '61', '92', '50', '22', '0', '18', '10', '10', '72', '61', '0', '1', '1', 'NULL', '14', '22', '61', '17', '10', 'NULL', '15', '19', '0', '18', '31', 'NULL', '14', '11', '90', '91', '50', '11', '82', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '32', '12', '62', '40', '0', '0', '60', '11', 'NULL', 'NULL', 'NULL', '32', '14', '81', 'NULL', 'NULL', '15', 'NULL', '52', '0', '12', 'NULL', '16', '15', 'NULL', '61', '61', '92', '90', '18', '14', '30', '15', '40', '70', '15', '0', '52', '17', '19', '12', '81', '12', '1', '0', '14', '42', '31', 'NULL', '1', '0', '20', 'NULL', 'NULL', 'NULL', '13']"
번호,INP_USR_ID,"['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'adn', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'xdm', 'adv', 'NULL', 'pdm', 'adr', 'NULL', 'avm', 'asm', 'fdm', 'NULL', 'jdm', 'aqm', 'NULL', 'ndm', 'adx', 'NULL', 'NULL', 'NULL', 'amm', 'NULL', 'ddm', 'aem', 'adm', 'gdm', 'adt', 'adf', 'aom', 'NULL', 'zdm', 'NULL', 'NULL', 'NULL', 'NULL', 'vdm', 'NULL', 'adw', 'adn', 'NULL', 'NULL', 'arm', 'apm', 'NULL', 'mdm', 'idm', 'tdm', 'adm', 'ahm', 'NULL', 'ady', 'odm', 'aom', 'NULL', 'atm', 'NULL', 'abm', 'NULL', 'NULL', 'pdm', 'NULL', 'agm', 'NULL', 'adx', 'NULL', 'adr', 'NULL', 'udm', 'NULL', 'zdm', 'pdm', 'wdm', 'kdm', 'NULL', 'adm', 'NULL', 'NULL', 'NULL', 'ada', 'NULL', 'NULL', 'adp', 'wdm', 'udm', 'adw', 'ade', 'asm', 'NULL', 'adj', 'NULL']"
날짜,INP_DT,"['28230106', '20230374', '20230116', '20233324', '20221721', '20221215', '20221215', '25230324', '20211215', '20230116', '20225215', '20221121', '20239324', '20240324', '20221521', '20233324', '20221421', '22230106', '20230106', '20229221', '20230624', '20210324', '20230113', '20021221', '90221215', '60221215', '20211221', '21230324', '20230329', '20230606', '20230322', '20230321', '20230118', '20530324', '70221215', '20230106', '22221221', '20230354', '20234106', '20221221', '20211215', '20230354', '20230116', '20260324', '20230116', '20230116', '20221220', '20230724', '28221221', '20230324', '20230136', '70230106', '20225215', '20230364', '20220106', '20230006', '20821221', '20222221', '20021221', '20221295', '20230146', '20221205', '20230816', '20226215', '20230206', '20224215', '29230324', '20930106', '20230314', '20221821', '20223215', '20130106', '26230116', '20221229', '20227215', '20230724', '20230116', '80221221', '20430106', '20220221', '20230146', '30221215', '20235116', '27230116', '80230324', '20230156', '20921215', '40221215', '24230106', '29230116', '20211215', '20223215', '20241215', '60221215', '20221215', '20230136', '20730116', '20230116', '21230116', '20230324']"
날짜,INP_TM,"['100725', '170605', '105656', '094449', '094402', '170205', '180725', '104656', '102741', '100743', '150741', '104653', '100341', '100025', '100742', '100725', '094442', '120741', '064442', '094442', '170741', '094422', '094242', '109725', '100725', '594442', '100744', '054442', '114656', '100725', '094642', '104725', '100725', '107656', '170205', '100742', '104676', '170606', '104956', '100746', '170625', '172605', '150605', '094442', '094442', '104654', '094445', '190605', '104657', '170505', '034442', '170600', '100748', '096442', '104656', '103656', '104658', '171605', '100741', '120605', '104616', '100746', '174656', '170741', '100641', '100743', '100741', '170005', '130741', '104256', '108725', '044442', '105741', '100746', '100751', '100741', '170741', '100791', '104696', '084442', '101725', '104651', '100785', '170605', '170105', '099442', '094442', '470605', '092442', '170725', '104556', '100741', '090442', '094443', '170615', '100725', '178605', '104646', '094444', '100771']"
번호,UPT_USR_ID,"['adm', 'NULL', 'NULL', 'aim', 'NULL', 'afm', 'NULL', 'arm', 'abm', 'NULL', 'NULL', 'NULL', 'agm', 'NULL', 'edm', 'NULL', 'adf', 'NULL', 'NULL', 'acm', 'NULL', 'ahm', 'NULL', 'NULL', 'NULL', 'NULL', 'vdm', 'aim', 'NULL', 'apm', 'NULL', 'vdm', 'NULL', 'NULL', 'adl', 'NULL', 'fdm', 'aum', 'NULL', 'NULL', 'NULL', 'NULL', 'adw', 'kdm', 'NULL', 'NULL', 'aum', 'cdm', 'NULL', 'agm', 'NULL', 'tdm', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'axm', 'NULL', 'hdm', 'adm', 'idm', 'aom', 'NULL', 'NULL', 'NULL', 'NULL', 'akm', 'NULL', 'NULL', 'aim', 'aem', 'ade', 'NULL', 'NULL', 'ada', 'NULL', 'NULL', 'NULL', 'NULL', 'azm', 'aom', 'kdm', 'NULL', 'NULL', 'abm', 'sdm', 'acm', 'adj', 'NULL', 'NULL', 'NULL', 'NULL', 'adp', 'acm', 'NULL', 'NULL']"
날짜,UPT_DT,"['20221295', '50230116', '20250116', '20230324', '20233127', '20830116', '24230127', '20227215', '20250116', '20229215', '20230167', '20230324', '20230128', '80230324', '20230374', '20231324', '20221515', '20230304', '20230324', '20230111', '30230324', '20291215', '20821215', '20830116', '23230127', '20210324', '20221215', '20221205', '20230324', '20230324', '24230127', '20241215', '20230324', '20240127', '20239324', '20230114', '10221215', '20630127', '20236127', '20230126', '24230324', '20230527', '27221215', '20201215', '20221225', '20230927', '20230177', '20235324', '20730324', '20210116', '20730116', '20238116', '20221265', '20030324', '20234116', '20236324', '24230116', '20291215', '20630116', '20230323', '23230116', '20230384', '22230127', '26230127', '20230329', '20230227', '20291215', '22230116', '20230125', '22230324', '20230126', '20231324', '20235116', '20231215', '20330127', '20230126', '20221115', '27230127', '20230227', '20230125', '20230627', '20230324', '22230116', '50230324', '20230320', '20230127', '25230116', '27230116', '80230127', '20230724', '20221215', '20230323', '20230127', '20200127', '40230116', '20230156', '20270127', '20230196', '20230527', '23230324']"
날짜,UPT_TM,"['171456', '098442', '094445', '154319', '153319', '094440', '171020', '153329', '153317', '158319', '171226', '090442', '171426', '178426', '153919', '100541', '171220', '172426', '091442', '200741', '171466', '181820', '571820', '953319', '151820', '171020', '091442', '100441', '400741', '094452', '894442', '094442', '094462', '171424', '100741', '171520', '153399', '102741', '700741', '155319', '171446', '108741', '153313', '141426', '653319', '153389', '171800', '694442', '700741', '100791', '096442', '176426', '094422', '371426', '091442', '121426', '098442', '100745', '074442', '294442', '153315', '173319', '153313', '153309', '121820', '853319', '113319', '180741', '121820', '177820', '100841', '171926', '193319', '153316', '871820', '175820', '155319', '113319', '094448', '171426', '153719', '094462', '171840', '170820', '171426', '471820', '094442', '101820', '171406', '394442', '171426', '161426', '094442', '171920', '171423', '094642', '171820', '157319', '971820', '153319']"
